5002,173,31-05-2017,104808,12,8734,Contract Finished
6647,8051,01-06-2017,208320,48,4340,Contract Finished
7137,10439,03-06-2017,151560,24,6315,Contract Finished
6903,9337,04-06-2017,52128,24,2172,Contract Finished
5918,4576,04-06-2017,300204,36,8339,Contract Finished
6642,8027,05-06-2017,77640,12,6470,Contract Finished
6210,5927,06-06-2017,87216,48,1817,Loan not payed
6279,6273,07-06-2017,87360,24,3640,Contract Finished
7249,11065,12-06-2017,69360,48,1445,Contract Finished
6736,8558,14-06-2017,288360,60,4806,Running Contract
6112,5442,17-06-2017,174744,24,7281,Loan not payed
5319,1811,23-06-2017,239460,60,3991,Running Contract
6596,7844,25-06-2017,91584,24,3816,Contract Finished
5837,4260,29-06-2017,244560,60,4076,Running Contract
5657,3354,05-07-2017,4980,12,415,Contract Finished
5533,2762,05-07-2017,111384,24,4641,Contract Finished
6232,6051,08-07-2017,276660,36,7685,Loan not payed
6888,9265,11-07-2017,39576,12,3298,Contract Finished
6066,5228,11-07-2017,173808,24,7242,Contract Finished
5549,2824,16-07-2017,50460,60,841,Running Contract
5060,426,19-07-2017,252060,60,4201,Client in debt
6004,4937,23-07-2017,143904,24,5996,Contract Finished
5126,790,24-07-2017,208128,48,4336,Loan not payed
7220,10911,28-07-2017,131292,36,3647,Contract Finished
6668,8129,30-07-2017,74736,36,2076,Contract Finished
5395,2176,30-07-2017,299088,36,8308,Loan not payed
6836,9093,03-08-2017,189300,60,3155,Running Contract
6064,5215,04-08-2017,14628,12,1219,Contract Finished
6919,9403,05-08-2017,120888,36,3358,Contract Finished
6841,9104,07-08-2017,172080,48,3585,Contract Finished
6038,5120,10-08-2017,323472,48,6739,Contract Finished
6729,8519,11-08-2017,74688,12,6224,Contract Finished
7198,10788,23-08-2017,45768,12,3814,Contract Finished
6686,8260,25-08-2017,224604,36,6239,Contract Finished
5836,4259,27-08-2017,79632,24,3318,Contract Finished
7061,10105,27-08-2017,121896,24,5079,Contract Finished
5595,3050,02-09-2017,82896,12,6908,Contract Finished
5723,3674,10-09-2017,23628,12,1969,Contract Finished
6120,5481,11-09-2017,209184,48,4358,Contract Finished
6895,9307,19-09-2017,41904,12,3492,Contract Finished
5882,4427,26-09-2017,87816,12,7318,Contract Finished
5754,3834,28-09-2017,23052,12,1921,Contract Finished
6594,7824,28-09-2017,189696,24,7904,Loan not payed
6738,8566,29-09-2017,230220,36,6395,Loan not payed
6624,7965,30-09-2017,71460,12,5955,Contract Finished
6216,5952,30-09-2017,141240,24,5885,Contract Finished
6229,6040,02-10-2017,11736,24,489,Contract Finished
5887,4448,03-10-2017,192744,36,5354,Contract Finished
6808,8982,12-10-2017,227880,36,6330,Contract Finished
6297,6363,25-10-2017,17508,12,1459,Contract Finished
5161,1012,28-10-2017,98184,24,4091,Contract Finished
5390,2167,30-10-2017,170256,24,7094,Contract Finished
6150,5622,02-11-2017,83016,12,6918,Contract Finished
6223,5991,03-11-2017,61056,48,1272,Contract Finished
5032,290,03-11-2017,123696,48,2577,Contract Finished
6253,6148,04-11-2017,59760,24,2490,Contract Finished
6460,7133,06-11-2017,48672,36,1352,Contract Finished
6645,8041,06-11-2017,140400,36,3900,Contract Finished
5176,1106,12-11-2017,192552,24,8023,Loan not payed
5269,1527,19-11-2017,164052,36,4557,Loan not payed
5351,1978,04-12-2017,205200,36,5700,Contract Finished
5861,4337,08-12-2017,51408,24,2142,Contract Finished
5450,2345,11-12-2017,199680,60,3328,Running Contract
7142,10451,19-12-2017,482940,60,8049,Client in debt
6306,6425,20-12-2017,36684,12,3057,Contract Finished
6272,6226,20-12-2017,398640,60,6644,Running Contract
5044,344,21-12-2017,100980,60,1683,Running Contract
5576,2962,21-12-2017,31248,12,2604,Contract Finished
7192,10738,21-12-2017,115992,36,3222,Contract Finished
5739,3747,02-01-2018,76380,12,6365,Contract Finished
6526,7523,03-01-2018,288468,36,8013,Contract Finished
5624,3166,03-01-2018,177744,48,3703,Client in debt
6244,6118,08-01-2018,270648,36,7518,Loan not payed
5131,816,08-01-2018,48624,24,2026,Contract Finished
6960,9640,11-01-2018,76416,24,3184,Contract Finished
6358,6715,14-01-2018,137880,60,2298,Client in debt
5418,2245,16-01-2018,347952,48,7249,Running Contract
6598,7857,18-01-2018,68112,12,5676,Contract Finished
5464,2419,30-01-2018,95808,12,7984,Contract Finished
6591,7819,02-02-2018,20832,48,434,Running Contract
5724,3678,05-02-2018,316140,60,5269,Client in debt
6315,6472,06-02-2018,43164,12,3597,Contract Finished
5876,4413,08-02-2018,221280,48,4610,Running Contract
6986,9750,11-02-2018,151728,48,3161,Client in debt
6294,6353,12-02-2018,79920,60,1332,Running Contract
5132,817,17-02-2018,538500,60,8975,Running Contract
5877,4414,23-02-2018,97224,24,4051,Contract Finished
6227,6030,04-03-2018,28248,24,1177,Contract Finished
7241,11021,04-03-2018,168984,24,7041,Loan not payed
6737,8564,11-03-2018,76680,24,3195,Contract Finished
7004,9869,15-03-2018,331560,60,5526,Running Contract
6169,5700,16-03-2018,103680,60,1728,Client in debt
5208,1247,16-03-2018,99696,48,2077,Client in debt
6694,8316,19-03-2018,134784,24,5616,Contract Finished
5599,3064,21-03-2018,15420,12,1285,Contract Finished
6546,7607,27-03-2018,31728,24,1322,Contract Finished
5414,2228,29-03-2018,185952,48,3874,Running Contract
5453,2361,01-04-2018,156672,36,4352,Contract Finished
5740,3752,02-04-2018,18564,12,1547,Contract Finished
5804,4079,05-04-2018,158976,48,3312,Running Contract
6745,8625,10-04-2018,47304,24,1971,Contract Finished
6950,9591,11-04-2018,104712,24,4363,Contract Finished
6996,9828,13-04-2018,126600,24,5275,Contract Finished
5352,1993,15-04-2018,68400,12,5700,Loan not payed
6151,5628,25-04-2018,225420,60,3757,Running Contract
5310,1762,28-04-2018,248148,36,6893,Contract Finished
5045,347,01-05-2018,187224,24,7801,Loan not payed
6929,9472,08-05-2018,36396,12,3033,Contract Finished
5151,960,24-05-2018,189060,60,3151,Running Contract
5212,1256,29-05-2018,71064,36,1974,Contract Finished
5138,854,30-05-2018,87216,48,1817,Running Contract
5713,3629,30-05-2018,158760,60,2646,Running Contract
6704,8377,01-06-2018,417060,60,6951,Running Contract
6474,7190,06-06-2018,63360,60,1056,Running Contract
6676,8159,13-06-2018,29784,24,1241,Contract Finished
6965,9656,13-06-2018,139536,24,5814,Contract Finished
6725,8489,23-06-2018,265320,36,7370,Contract Finished
7166,10630,24-06-2018,198240,24,8260,Contract Finished
7138,10440,03-07-2018,60000,60,1000,Running Contract
5970,4774,09-07-2018,465072,48,9689,Running Contract
6157,5650,10-07-2018,98592,24,4108,Contract Finished
6153,5632,25-07-2018,285600,60,4760,Running Contract
5693,3489,01-08-2018,44088,24,1837,Contract Finished
5922,4580,05-08-2018,20220,12,1685,Contract Finished
5959,4727,11-08-2018,107640,24,4485,Contract Finished
5980,4825,18-08-2018,21396,12,1783,Contract Finished
6764,8776,26-08-2018,33984,48,708,Running Contract
5237,1375,29-08-2018,45336,24,1889,Contract Finished
6726,8492,03-09-2018,85860,60,1431,Running Contract
6933,9493,09-09-2018,188688,48,3931,Running Contract
5145,915,16-09-2018,309552,48,6449,Running Contract
7008,9897,22-09-2018,36168,12,3014,Contract Finished
7227,10942,02-10-2018,314520,60,5242,Running Contract
6600,7861,08-10-2018,21852,36,607,Contract Finished
6712,8405,14-10-2018,266220,60,4437,Running Contract
7057,10093,20-10-2018,231696,36,6436,Contract Finished
7176,10663,28-10-2018,260028,36,7223,Contract Finished
7304,11349,29-10-2018,419880,60,6998,Running Contract
6362,6738,31-10-2018,37908,12,3159,Contract Finished
5880,4423,31-10-2018,73836,36,2051,Contract Finished
6535,7546,02-11-2018,41952,12,3496,Contract Finished
5449,2343,04-11-2018,99336,24,4139,Contract Finished
6342,6609,12-11-2018,60156,36,1671,Loan not payed
5409,2218,18-11-2018,182040,60,3034,Running Contract
6955,9627,22-11-2018,244368,48,5091,Running Contract
6985,9731,22-11-2018,113796,36,3161,Contract Finished
5125,789,23-11-2018,73056,48,1522,Running Contract
5805,4081,28-11-2018,137904,24,5746,Loan not payed
6185,5774,28-11-2018,31176,24,1299,Contract Finished
7243,11042,04-12-2018,217152,36,6032,Contract Finished
6403,6924,05-12-2018,194880,48,4060,Running Contract
6578,7765,11-12-2018,27984,12,2332,Contract Finished
5413,2227,12-12-2018,92976,24,3874,Contract Finished
6949,9583,12-12-2018,104712,24,4363,Contract Finished
6545,7606,12-12-2018,191880,60,3198,Running Contract
6178,5742,16-12-2018,232560,48,4845,Running Contract
5160,1011,18-12-2018,204000,60,3400,Running Contract
6785,8899,25-12-2018,125340,60,2089,Running Contract
6540,7562,31-12-2018,309600,48,6450,Running Contract
6589,7815,01-01-2019,189696,24,7904,Contract Finished
5900,4503,01-01-2019,135360,48,2820,Running Contract
5999,4907,03-01-2019,98832,48,2059,Running Contract
6043,5126,11-01-2019,20352,48,424,Running Contract
5482,2496,12-01-2019,165120,60,2752,Running Contract
7263,11138,19-01-2019,89880,24,3745,Contract Finished
6013,4995,03-02-2019,128988,36,3583,Client in debt
5750,3804,08-02-2019,63252,12,5271,Contract Finished
6027,5066,10-02-2019,61656,24,2569,Loan not payed
6303,6400,12-02-2019,72408,24,3017,Loan not payed
7213,10884,13-02-2019,113544,36,3154,Running Contract
6659,8092,20-02-2019,56100,60,935,Running Contract
6175,5735,21-02-2019,290700,60,4845,Client in debt
5610,3112,24-02-2019,123216,48,2567,Running Contract
5563,2912,01-03-2019,380160,60,6336,Running Contract
5989,4852,04-03-2019,213300,36,5925,Running Contract
6698,8327,10-03-2019,247728,48,5161,Running Contract
5312,1772,13-03-2019,202788,36,5633,Running Contract
7189,10728,21-03-2019,154656,48,3222,Running Contract
6816,9017,26-03-2019,100224,48,2088,Client in debt
6137,5574,10-04-2019,44628,12,3719,Contract Finished
5128,808,11-04-2019,215616,48,4492,Client in debt
5470,2456,15-04-2019,200976,48,4187,Running Contract
5593,3037,18-04-2019,277884,36,7719,Client in debt
5350,1967,21-04-2019,249312,48,5194,Running Contract
6063,5213,25-04-2019,320976,48,6687,Client in debt
6501,7418,29-04-2019,30276,12,2523,Loan not payed
5452,2352,29-04-2019,49440,60,824,Running Contract
4961,19,29-04-2019,30276,12,2523,Loan not payed
4973,67,02-05-2019,165960,24,6915,Contract Finished
6190,5794,06-05-2019,123600,60,2060,Running Contract
6715,8411,06-05-2019,220620,60,3677,Running Contract
5892,4462,14-05-2019,66480,24,2770,Loan not payed
6550,7614,18-05-2019,320592,48,6679,Running Contract
5706,3608,24-05-2019,161496,36,4486,Running Contract
5148,940,29-05-2019,284280,60,4738,Running Contract
6734,8547,30-05-2019,173016,36,4806,Running Contract
6109,5422,03-06-2019,368880,60,6148,Running Contract
6961,9645,06-06-2019,176148,36,4893,Running Contract
6810,9006,08-06-2019,186384,48,3883,Running Contract
5494,2572,13-06-2019,360000,48,7500,Running Contract
5311,1766,15-06-2019,30060,60,501,Running Contract
5445,2322,29-06-2019,46320,24,1930,Contract Finished
5301,1698,06-07-2019,141948,36,3943,Running Contract
7034,10001,11-07-2019,19044,36,529,Running Contract
6751,8680,14-07-2019,85716,36,2381,Running Contract
6667,8127,15-07-2019,155880,24,6495,Contract Finished
6130,5541,18-07-2019,32640,48,680,Running Contract
5429,2268,18-07-2019,20196,36,561,Running Contract
5725,3679,23-07-2019,444864,48,9268,Running Contract
6019,5033,25-07-2019,11400,12,950,Contract Finished
6421,6985,25-07-2019,96768,36,2688,Running Contract
6992,9790,27-07-2019,133968,48,2791,Running Contract
5136,846,28-07-2019,187104,24,7796,Contract Finished
5337,1886,31-07-2019,162468,36,4513,Running Contract
5495,2580,02-08-2019,89340,60,1489,Running Contract
7013,9928,02-08-2019,89340,60,1489,Running Contract
6012,4994,03-08-2019,258444,36,7179,Running Contract
6471,7184,04-08-2019,155640,24,6485,Contract Finished
6296,6358,06-08-2019,270384,48,5633,Running Contract
7305,11359,06-08-2019,54024,12,4502,Contract Finished
6144,5593,09-08-2019,44376,12,3698,Contract Finished
6283,6289,11-08-2019,85632,48,1784,Running Contract
7246,11054,20-08-2019,148920,60,2482,Running Contract
5088,544,22-08-2019,91152,24,3798,Contract Finished
5988,4851,22-08-2019,141648,24,5902,Contract Finished
5282,1583,24-08-2019,388512,48,8094,Client in debt
5938,4650,25-08-2019,402000,60,6700,Running Contract
5606,3084,28-08-2019,253512,36,7042,Client in debt
5385,2143,09-09-2019,71460,36,1985,Running Contract
6865,9199,11-09-2019,29448,12,2454,Loan not payed
5586,2994,14-09-2019,48744,36,1354,Running Contract
6302,6397,16-09-2019,181020,60,3017,Running Contract
7194,10762,17-09-2019,68832,36,1912,Running Contract
6461,7136,19-09-2019,74124,36,2059,Running Contract
6732,8533,19-09-2019,174048,48,3626,Running Contract
6613,7926,22-09-2019,84120,24,3505,Contract Finished
7036,10019,25-09-2019,194940,36,5415,Running Contract
5897,4476,25-09-2019,15192,24,633,Contract Finished
6995,9814,26-09-2019,96168,12,8014,Contract Finished
5415,2236,26-09-2019,139464,36,3874,Client in debt
7136,10436,28-09-2019,54396,36,1511,Running Contract
7271,11186,02-10-2019,392460,60,6541,Running Contract
5375,2106,03-10-2019,101520,12,8460,Contract Finished
5635,3230,04-10-2019,77184,36,2144,Running Contract
6817,9024,04-10-2019,70656,48,1472,Running Contract
5923,4585,10-10-2019,64656,48,1347,Running Contract
5329,1862,16-10-2019,396120,60,6602,Running Contract
6644,8039,20-10-2019,93600,24,3900,Contract Finished
6354,6688,23-10-2019,22968,36,638,Running Contract
5082,501,24-10-2019,262980,60,4383,Running Contract
6585,7795,29-10-2019,372120,60,6202,Running Contract
6921,9422,29-10-2019,86184,12,7182,Contract Finished
5366,2062,29-10-2019,86184,12,7182,Contract Finished
5886,4447,31-10-2019,192744,36,5354,Running Contract
5741,3754,03-11-2019,68544,24,2856,Contract Finished
4996,132,06-11-2019,88440,12,7370,Contract Finished
6015,5001,09-11-2019,110112,24,4588,Contract Finished
6309,6434,11-11-2019,110136,24,4589,Contract Finished
6073,5263,12-11-2019,276300,60,4605,Running Contract
6006,4948,15-11-2019,359760,60,5996,Running Contract
5611,3115,15-11-2019,321180,60,5353,Running Contract
6944,9548,15-11-2019,46176,48,962,Running Contract
7101,10297,18-11-2019,421008,48,8771,Running Contract
6599,7859,19-11-2019,72120,12,6010,Contract Finished
6940,9510,22-11-2019,228276,36,6341,Running Contract
5209,1250,25-11-2019,182640,48,3805,Running Contract
5388,2153,28-11-2019,61560,12,5130,Contract Finished
6011,4981,28-11-2019,179328,48,3736,Running Contract
5591,3021,04-12-2019,155616,48,3242,Running Contract
7154,10520,05-12-2019,417600,60,6960,Running Contract
7130,10411,11-12-2019,123408,24,5142,Contract Finished
6818,9030,12-12-2019,155616,48,3242,Running Contract
5625,3189,15-12-2019,222180,60,3703,Client in debt
6805,8972,21-12-2019,45024,48,938,Running Contract
7233,10963,25-12-2019,115812,36,3217,Running Contract
7308,11362,27-12-2019,129408,24,5392,Contract Finished
5895,4473,03-01-2020,93960,60,1566,Running Contract
7122,10365,04-01-2020,260640,36,7240,Client in debt
6173,5724,08-01-2020,232560,48,4845,Running Contract
6142,5591,21-01-2020,221880,60,3698,Running Contract
5358,2018,21-01-2020,38520,12,3210,Contract Finished
6095,5358,24-01-2020,68340,60,1139,Running Contract
6878,9242,24-01-2020,23184,12,1932,Contract Finished
6554,7637,29-01-2020,390096,48,8127,Running Contract
6793,8931,30-01-2020,186300,60,3105,Running Contract
7286,11271,31-01-2020,67320,36,1870,Running Contract
6076,5269,02-02-2020,117420,60,1957,Running Contract
5134,825,02-02-2020,53076,12,4423,Contract Finished
5419,2246,05-02-2020,415800,60,6930,Running Contract
6255,6158,08-02-2020,247920,48,5165,Client in debt
5656,3353,09-02-2020,146064,24,6086,Running Contract
6934,9494,09-02-2020,116832,12,9736,Contract Finished
6028,5072,09-02-2020,317520,60,5292,Running Contract
6490,7262,10-02-2020,73260,60,1221,Running Contract
6415,6950,12-02-2020,475680,48,9910,Running Contract
7087,10215,20-02-2020,44304,24,1846,Running Contract
5420,2247,24-02-2020,72504,24,3021,Running Contract
5977,4803,25-02-2020,59136,48,1232,Running Contract
6824,9052,26-02-2020,71976,24,2999,Client in debt
5207,1244,28-02-2020,35904,48,748,Running Contract
7115,10351,04-03-2020,88704,48,1848,Running Contract
7250,11069,04-03-2020,119136,48,2482,Running Contract
6010,4969,06-03-2020,150180,60,2503,Running Contract
6088,5317,07-03-2020,90180,36,2505,Running Contract
5682,3455,07-03-2020,67464,12,5622,Contract Finished
7201,10807,07-03-2020,67464,12,5622,Contract Finished
6938,9504,10-03-2020,341280,60,5688,Running Contract
6875,9235,13-03-2020,83280,48,1735,Running Contract
5953,4715,14-03-2020,97176,24,4049,Running Contract
5942,4681,15-03-2020,162624,48,3388,Running Contract
5382,2134,17-03-2020,22932,36,637,Running Contract
6377,6792,17-03-2020,17184,12,1432,Contract Finished
5931,4618,17-03-2020,66696,24,2779,Client in debt
5992,4863,18-03-2020,76080,12,6340,Contract Finished
5790,4033,20-03-2020,84288,48,1756,Running Contract
6753,8688,20-03-2020,67980,12,5665,Contract Finished
6562,7674,21-03-2020,94488,24,3937,Running Contract
7046,10049,28-03-2020,91632,12,7636,Contract Finished
5868,4361,29-03-2020,90156,12,7513,Contract Finished
5784,3967,29-03-2020,84600,36,2350,Client in debt
5878,4415,01-04-2020,74040,12,6170,Contract Finished
5110,675,01-04-2020,102240,60,1704,Running Contract
5210,1252,01-04-2020,148140,36,4115,Running Contract
7230,10954,02-04-2020,18720,60,312,Running Contract
5005,176,10-04-2020,27456,12,2288,Contract Finished
6871,9225,13-04-2020,164256,48,3422,Running Contract
5363,2051,22-04-2020,293880,60,4898,Client in debt
7253,11079,26-04-2020,98304,12,8192,Contract Finished
6055,5181,28-04-2020,399120,60,6652,Running Contract
5072,472,28-04-2020,196800,24,8200,Client in debt
6913,9377,29-04-2020,99936,24,4164,Running Contract
6386,6856,30-04-2020,124344,36,3454,Running Contract
5634,3229,01-05-2020,39024,12,3252,Contract Finished
5758,3859,02-05-2020,307200,60,5120,Client in debt
6819,9031,03-05-2020,50112,24,2088,Running Contract
7088,10233,03-05-2020,239160,60,3986,Running Contract
5039,314,03-05-2020,66840,24,2785,Running Contract
5532,2754,04-05-2020,335280,48,6985,Running Contract
6037,5118,04-05-2020,53232,48,1109,Running Contract
6322,6510,06-05-2020,76992,24,3208,Running Contract
6887,9263,08-05-2020,39576,12,3298,Contract Finished
6660,8094,09-05-2020,220428,36,6123,Running Contract
5451,2350,11-05-2020,159744,48,3328,Running Contract
6014,4999,18-05-2020,165168,36,4588,Running Contract
5556,2872,19-05-2020,268320,60,4472,Running Contract
6346,6649,22-05-2020,100260,60,1671,Running Contract
5850,4293,22-05-2020,164196,36,4561,Running Contract
5940,4660,28-05-2020,106944,24,4456,Running Contract
7119,10361,02-06-2020,86880,12,7240,Contract Finished
5253,1447,03-06-2020,100080,48,2085,Running Contract
6851,9138,03-06-2020,272220,60,4537,Client in debt
6695,8320,04-06-2020,309660,60,5161,Running Contract
6908,9353,08-06-2020,188616,24,7859,Running Contract
7255,11096,09-06-2020,213300,60,3555,Running Contract
5674,3418,10-06-2020,207264,48,4318,Running Contract
6278,6265,10-06-2020,87360,24,3640,Running Contract
5486,2516,13-06-2020,466608,48,9721,Running Contract
5174,1093,13-06-2020,385104,48,8023,Running Contract
6621,7957,14-06-2020,42900,12,3575,Contract Finished
6313,6461,15-06-2020,150912,36,4192,Running Contract
6435,7045,16-06-2020,288720,48,6015,Running Contract
6970,9677,17-06-2020,31620,60,527,Running Contract
6310,6440,17-06-2020,34572,12,2881,Contract Finished
5932,4626,18-06-2020,33348,12,2779,Contract Finished
6877,9241,19-06-2020,285240,60,4754,Running Contract
6763,8772,19-06-2020,88272,48,1839,Running Contract
7085,10202,19-06-2020,305424,48,6363,Running Contract
7049,10063,24-06-2020,233424,36,6484,Running Contract
6959,9633,30-06-2020,59448,24,2477,Client in debt
5214,1270,01-07-2020,74772,36,2077,Running Contract
6350,6678,09-07-2020,294384,48,6133,Running Contract
5063,442,10-07-2020,357840,48,7455,Client in debt
5041,319,11-07-2020,369000,60,6150,Running Contract
5086,525,16-07-2020,210384,48,4383,Running Contract
6942,9513,16-07-2020,18324,12,1527,Contract Finished
5270,1528,21-07-2020,191088,48,3981,Running Contract
6705,8381,25-07-2020,333648,48,6951,Client in debt
7051,10068,28-07-2020,77808,12,6484,Contract Finished
6758,8742,29-07-2020,33144,12,2762,Contract Finished
6249,6138,30-07-2020,67608,24,2817,Running Contract
5808,4099,31-07-2020,41856,48,872,Running Contract
5377,2116,04-08-2020,92400,12,7700,Contract Finished
5446,2334,04-08-2020,48312,24,2013,Running Contract
5856,4320,09-08-2020,51360,12,4280,Loan not payed
4986,97,10-08-2020,102876,12,8573,Contract Finished
7001,9859,10-08-2020,300600,60,5010,Running Contract
6677,8169,12-08-2020,97980,60,1633,Running Contract
6665,8114,15-08-2020,99300,60,1655,Running Contract
5817,4127,15-08-2020,100800,24,4200,Client in debt
6984,9730,15-08-2020,116040,60,1934,Running Contract
6541,7565,17-08-2020,153504,48,3198,Running Contract
5117,718,20-08-2020,76944,12,6412,Contract Finished
6097,5362,21-08-2020,202848,48,4226,Running Contract
5389,2165,22-08-2020,78600,24,3275,Running Contract
7219,10905,23-08-2020,57120,48,1190,Running Contract
6338,6592,24-08-2020,390660,60,6511,Running Contract
6922,9424,26-08-2020,83628,36,2323,Running Contract
5367,2064,26-08-2020,83628,36,2323,Running Contract
5638,3249,27-08-2020,68124,12,5677,Contract Finished
5830,4190,28-08-2020,405780,60,6763,Running Contract
5338,1888,30-08-2020,57360,12,4780,Loan not payed
6007,4949,30-08-2020,289920,48,6040,Running Contract
6612,7907,31-08-2020,97392,12,8116,Contract Finished
5718,3637,01-09-2020,14028,12,1169,Contract Finished
6104,5395,05-09-2020,158184,36,4394,Running Contract
5229,1329,06-09-2020,23520,12,1960,Contract Finished
6625,7966,07-09-2020,473280,60,7888,Client in debt
5206,1242,07-09-2020,128544,24,5356,Running Contract
5963,4746,07-09-2020,204780,60,3413,Running Contract
4990,110,08-09-2020,162576,36,4516,Running Contract
6641,8026,09-09-2020,128268,36,3563,Running Contract
5369,2080,12-09-2020,214596,36,5961,Running Contract
6196,5837,14-09-2020,177804,36,4939,Running Contract
5236,1374,15-09-2020,389136,48,8107,Running Contract
5719,3664,20-09-2020,271584,48,5658,Running Contract
5643,3273,21-09-2020,94512,12,7876,Loan not payed
7050,10065,23-09-2020,311232,48,6484,Running Contract
6355,6699,24-09-2020,127200,48,2650,Running Contract
6688,8268,26-09-2020,8616,24,359,Running Contract
6239,6083,28-09-2020,360864,48,7518,Client in debt
5531,2753,30-09-2020,66432,24,2768,Running Contract
6113,5445,01-10-2020,78696,36,2186,Running Contract
7181,10679,02-10-2020,197808,24,8242,Running Contract
6118,5477,04-10-2020,349392,48,7279,Running Contract
7264,11141,07-10-2020,44940,12,3745,Contract Finished
5343,1906,08-10-2020,44952,24,1873,Running Contract
5051,378,11-10-2020,230400,60,3840,Running Contract
5779,3942,14-10-2020,107352,36,2982,Running Contract
6605,7890,14-10-2020,79344,48,1653,Running Contract
6655,8085,17-10-2020,260400,60,4340,Client in debt
6534,7542,19-10-2020,590820,60,9847,Running Contract
5681,3448,20-10-2020,68664,24,2861,Running Contract
6607,7894,21-10-2020,153144,36,4254,Running Contract
6242,6097,22-10-2020,26208,36,728,Running Contract
7242,11027,23-10-2020,48096,24,2004,Running Contract
7277,11231,24-10-2020,89280,12,7440,Contract Finished
6675,8158,01-11-2020,238716,36,6631,Running Contract
5398,2187,04-11-2020,53472,12,4456,Contract Finished
5956,4725,04-11-2020,168264,36,4674,Running Contract
5731,3711,05-11-2020,460980,60,7683,Client in debt
6956,9631,09-11-2020,59448,24,2477,Running Contract
6437,7052,09-11-2020,63972,36,1777,Client in debt
5447,2335,12-11-2020,541200,60,9020,Client in debt
5973,4784,24-11-2020,219456,48,4572,Running Contract
6075,5267,26-11-2020,129312,24,5388,Client in debt
5281,1580,27-11-2020,194256,24,8094,Running Contract
5103,666,28-11-2020,12540,12,1045,Contract Finished
6468,7176,30-11-2020,203940,60,3399,Running Contract
7209,10857,30-11-2020,385560,60,6426,Client in debt
5584,2986,06-12-2020,24792,24,1033,Running Contract
4988,103,06-12-2020,265320,36,7370,Client in debt
6502,7424,08-12-2020,30276,12,2523,Contract Finished
5651,3329,08-12-2020,19248,12,1604,Contract Finished
4962,25,08-12-2020,30276,12,2523,Contract Finished
5862,4342,09-12-2020,100128,24,4172,Running Contract
7199,10789,09-12-2020,45768,12,3814,Contract Finished
6727,8505,10-12-2020,42840,12,3570,Contract Finished
7279,11244,11-12-2020,155760,24,6490,Running Contract
6544,7594,11-12-2020,130464,48,2718,Running Contract
5933,4631,13-12-2020,87528,24,3647,Running Contract
